1,4-alpha-glucan branching enzyme 1	GBE1	GLGB_HUMAN
""	4933424G06Rik	A0A140LIP3_MOUSE
""	4933427D06Rik	Q4KMM7_MOUSE
""	4933427D06Rik	Q8CDD1_MOUSE
""	4933427D14Rik	A0A0N4SUT6_MOUSE
""	4933427D14Rik	A0A0R4J1C3_MOUSE
""	4933427D14Rik	A6QRF1_MOUSE
""	4933427D14Rik	F2Z3W1_MOUSE
""	4933427D14Rik	F2Z444_MOUSE
""	4933427D14Rik	MOONR_MOUSE
""	4933427E11Rik	Q9D3Y4_MOUSE
""	4933427E13Rik	Q9D3Y3_MOUSE
""	4933427I04Rik	Q3V053_MOUSE
""	4933428G20Rik	Q9D3X4_MOUSE
""	4933428M09Rik	Q9D3X3_MOUSE
""	4933428P19Rik	Q8CEP8_MOUSE
""	4933430I17Rik	Q14AX1_MOUSE
""	4933430I17Rik	Q8BHW4_MOUSE
""	4933431E20Rik	Q8CBE0_MOUSE
""	4933432I09Rik	Q3TTA9_MOUSE
""	4933434E20Rik	CA043_MOUSE
""	4933434E20Rik	CA043_MOUSE
""	4933434E20Rik	CA043_MOUSE
""	4933434E20Rik	E0CYZ4_MOUSE
""	4933434E20Rik	H7BX33_MOUSE
""	4933434M16Rik	Q9D3U1_MOUSE
""	4933436I01Rik	Q9D3T1_MOUSE
""	4933439C10Rik	Q3TEA0_MOUSE
""	4933440M02Rik	Q8CDP9_MOUSE
""	5031410I06Rik	E9Q4E0_MOUSE
""	5031410I06Rik	Q8BPC4_MOUSE
""	5031425E22Rik	Q3UTW8_MOUSE
""	5031434C07Rik	Q3TNP5_MOUSE
""	5031434C07Rik	Q8C331_MOUSE
""	5031439G07Rik	B1APX2_MOUSE
""	5031439G07Rik	K0930_MOUSE
""	5033430I15Rik	Q9D3Q2_MOUSE
""	5330416C01Rik	Q8BSU9_MOUSE
""	5330417H12Rik	Q9D3P2_MOUSE
""	5330427O13Rik	Q8CBE7_MOUSE
""	5330427O13Rik	Q9D2B1_MOUSE
""	5330432E05Rik	Q8BST7_MOUSE
""	5330438D12Rik	Q8BPA5_MOUSE
""	5330438I03Rik	Q8BST1_MOUSE
""	5330439B14Rik	Q9D2A3_MOUSE
""	5430401F13Rik	E9Q328_MOUSE
""	5430401F13Rik	Q9D3N7_MOUSE
""	5430402E10Rik	Q9D3N5_MOUSE
""	5430403G16Rik	D3Z5L4_MOUSE
""	5430411C19Rik	Q9D3L8_MOUSE
""	5530400C23Rik	Q9D3I0_MOUSE
""	5530401A14Rik	Q9D3H9_MOUSE
""	5730409E04Rik	CA216_MOUSE
""	5730409K12Rik	Q3UYA0_MOUSE
""	5730455P16Rik	A0PJK9_MOUSE
""	5730455P16Rik	J3KMQ6_MOUSE
""	5730455P16Rik	NJMU_MOUSE
""	5730460C07Rik	Q9CYH7_MOUSE
""	5730480H06Rik	A0A0G2JE33_MOUSE
""	5730507C01Rik	B9EKH7_MOUSE
""	5730507C01Rik	J3QPX0_MOUSE
""	5730507C01Rik	Q3UT17_MOUSE
""	5730522E02Rik	J3QP50_MOUSE
""	5730522E02Rik	Q5SP45_MOUSE
""	5730596B20Rik	Q8BQ08_MOUSE
""	5830405F06Rik	Q9D3G4_MOUSE
""	5830419E12Rik	Q3UZ66_MOUSE
""	5830427D03Rik	Q8BN16_MOUSE
""	5830453K13Rik	Q9D3E0_MOUSE
""	5830462I19Rik	Q3UZ25_MOUSE
""	5830477G23Rik	Q9D3C7_MOUSE
""	5930403L14Rik	Q3UR05_MOUSE
""	5930403N24Rik	Q8BMI2_MOUSE
""	5930411N13Rik	Q3UYZ3_MOUSE
""	5930422O12Rik	Q8C4Y4_MOUSE
""	6030426L16Rik	Q8C1G6_MOUSE
""	6030445D17Rik	Q8CD43_MOUSE
""	6030452D12Rik	Q8CD33_MOUSE
""	6030458C11Rik	A0A2I3BRJ4_MOUSE
""	6030458C11Rik	CE022_MOUSE
""	6030458C11Rik	CE022_MOUSE
""	6030458C11Rik	CE022_MOUSE
""	6030468B19Rik	IL40_MOUSE
""	6030469F06Rik	Q3UYS9_MOUSE
""	6030498E09Rik	B1AX85_MOUSE
""	6030498E09Rik	Q8CEL1_MOUSE
""	6230400D17Rik	Q9CXD7_MOUSE
""	6330403K07Rik	Q6NSQ3_MOUSE
""	6330403K07Rik	Q8VBZ2_MOUSE
""	6330403K07Rik	Q9D3C2_MOUSE
""	6330407A03Rik	Q9D3B3_MOUSE
""	6330409D20Rik	A2AK85_MOUSE
""	6330409D20Rik	Q9D3A7_MOUSE
""	6330415B21Rik	Q3UTM9_MOUSE
""	6330444E15Rik	Q8C0A3_MOUSE
""	6330562C20Rik	Q3UMJ3_MOUSE
""	6430548M08Rik	K0513_MOUSE
""	6430548M08Rik	Q3TA40_MOUSE
""	6430548M08Rik	Q8BQB5_MOUSE
""	6430550D23Rik	B7ZCN5_MOUSE
""	6430550D23Rik	D6RHS0_MOUSE
""	6430550D23Rik	E9Q1X6_MOUSE
""	6430553K19Rik	Q3UY18_MOUSE
""	6430571L13Rik	CC018_MOUSE
""	6430628N08Rik	A0A0U1RPK0_MOUSE
""	6430628N08Rik	Q9D367_MOUSE
""	6430628N08Rik	TM275_MOUSE
""	6530402F18Rik	Q9D362_MOUSE
""	6530409C15Rik	Q9D357_MOUSE
""	6720489N17Rik	A0A1Y7VJW0_MOUSE
""	6720489N17Rik	F7A5Y7_MOUSE
""	6720489N17Rik	Q8BGU1_MOUSE
""	6820408C15Rik	B2RQ99_MOUSE
""	6820408C15Rik	D6RI41_MOUSE
""	6820408C15Rik	Q8BJX2_MOUSE
""	6820445E23Rik	Q3UXJ4_MOUSE
""	7120432I05Rik	Q3UFC4_MOUSE
""	7120482A17Rik	Q3UF26_MOUSE
""	7420426K07Rik	Q3UX66_MOUSE
""	7530416G11Rik	J3QJX6_MOUSE
""	8030423J24Rik	Q9CX45_MOUSE
""	8030451A03Rik	Q8CCG2_MOUSE
""	8030462N17Rik	CR025_MOUSE
""	8030462N17Rik	CR025_MOUSE
""	8030462N17Rik	Q0VAW6_MOUSE
""	8030474K03Rik	E9Q4Y8_MOUSE
""	8030474K03Rik	F6R3T1_MOUSE
""	8430429K09Rik	Q8C347_MOUSE
""	9030025P20Rik	Q3TV04_MOUSE
""	9030025P20Rik	Q8C5D3_MOUSE
""	9030612E09Rik	Q8CE20_MOUSE
""	9030624G23Rik	Q9D308_MOUSE
""	9130004J05Rik	Q3TXY4_MOUSE
""	9130008F23Rik	Q9D2Z6_MOUSE
""	9130017K11Rik	Q8BT71_MOUSE
""	9130019O22Rik	E9PX22_MOUSE
""	9130019O22Rik	G3X941_MOUSE
""	9130019O22Rik	Q8CBK7_MOUSE
""	9130019O22Rik	Q8K0G4_MOUSE
""	9130019O22Rik	Q9D278_MOUSE
""	9130019P16Rik	Q8CCR9_MOUSE
""	9130019P16Rik	Q9D2Y3_MOUSE
""	9130023H24Rik	Q8BG98_MOUSE
""	9130213A22Rik	Q3V3T2_MOUSE
""	9130221H12Rik	Q8K1D3_MOUSE
""	9130230L23Rik	Q8CC80_MOUSE
""	9130401M01Rik	CH076_MOUSE
""	9130401M01Rik	Q3UQ51_MOUSE
""	9130409I23Rik	Q3TS87_MOUSE
""	9230009I02Rik	Q3UW44_MOUSE
""	9230019H11Rik	Q3UW27_MOUSE
""	9230020A06Rik	Q3UW25_MOUSE
""	9230102O04Rik	A2ASX7_MOUSE
""	9230106D20Rik	Q8CC72_MOUSE
""	9230109A22Rik	Q8BHE6_MOUSE
""	9230112D13Rik	Q9D260_MOUSE
""	9230112E08Rik	Q8CC67_MOUSE
""	9330121J05Rik	Q8CC48_MOUSE
""	9330132A10Rik	Q8CC40_MOUSE
""	9330133O14Rik	Q8C3M0_MOUSE
""	9330133O14Rik	Q8C7P8_MOUSE
""	9330154J02Rik	Q3TRZ0_MOUSE
""	9330154K18Rik	Q8CC20_MOUSE
""	9330155M09Rik	Q8BZN1_MOUSE
""	9330158H04Rik	Q3USX1_MOUSE
""	9330159F19Rik	A0A1L1SS16_MOUSE
""	9330159F19Rik	D3Z623_MOUSE
""	9330160F10Rik	Q3UVD2_MOUSE
""	9330161L09Rik	Q9D253_MOUSE
""	9330171B17Rik	Q9D5P0_MOUSE
""	9330172E22Rik	Q3UVW0_MOUSE
""	9330175E14Rik	Q8C4Y8_MOUSE
""	9330175E14Rik	Q8CBY5_MOUSE
""	9330182O14Rik	J3QNB2_MOUSE
""	9330188P03Rik	C0LMV2_MOUSE
""	9330188P03Rik	C0LNQ3_MOUSE
""	9330195I24Rik	Q3UVU4_MOUSE
""	9430002A10Rik	Q78R00_MOUSE
""	9430015G10Rik	A2ASP7_MOUSE
""	9430015G10Rik	Q8BSD8_MOUSE
""	9430015G10Rik	Q99KU2_MOUSE
""	9430038I01Rik	CJ143_MOUSE
""	9430038I01Rik	D3YTU4_MOUSE
""	9430038I01Rik	G5E8T7_MOUSE
""	9430053O09Rik	Q3US56_MOUSE
""	9430060I03Rik	Q3TRU6_MOUSE
""	9430064I24Rik	Q3TSM4_MOUSE
""	9430069I07Rik	Q9CX21_MOUSE
""	9430077A04Rik	Q8BS71_MOUSE
""	9430078G10Rik	Q3UVN2_MOUSE
""	9430097D07Rik	Q8BS47_MOUSE
""	9530002B09Rik	Q8R2F8_MOUSE
""	9530002B09Rik	Q9EPV7_MOUSE
""	9530003J23Rik	Q8BM26_MOUSE
""	9530003J23Rik	Q9D249_MOUSE
""	9530004P13Rik	Q9D247_MOUSE
""	9530009G21Rik	Q8C593_MOUSE
""	9530053A07Rik	E9PVG8_MOUSE
""	9530053A07Rik	Q8BZG2_MOUSE
""	9530056K15Rik	Q8CBR2_MOUSE
""	9530068E07Rik	A0A0A0MQD4_MOUSE
""	9530068E07Rik	KCT2_MOUSE
""	9530068E07Rik	Q3ULW9_MOUSE
""	9530068E07Rik	Q3UMU2_MOUSE
""	9530077C05Rik	K0895_MOUSE
""	9530077C05Rik	K0895_MOUSE
""	9530077C05Rik	Q8BT40_MOUSE
""	9530080O11Rik	Q8C582_MOUSE
""	9530080O11Rik	Q8CBN5_MOUSE
""	9530091C08Rik	Q8BQT8_MOUSE
""	9630013D21Rik	Q8BFV1_MOUSE
""	9630014M24Rik	Q3V3R3_MOUSE
""	9630028B13Rik	Q8BH25_MOUSE
""	9630041A04Rik	D3Z3U4_MOUSE
""	9630041A04Rik	Q8C574_MOUSE
""	9830004L10Rik	Q3UVB0_MOUSE
""	9830107B12Rik	A0A3B2W4G3_MOUSE
""	9830107B12Rik	A9Q7H1_MOUSE
""	9830107B12Rik	D3Z5D6_MOUSE
""	9830163H01Rik	Q6R5F2_MOUSE
""	9930012K11Rik	CH058_MOUSE
""	9930012K11Rik	CH058_MOUSE
""	9930014A18Rik	Q8CBM1_MOUSE
""	9930021J03Rik	H3BKP8_MOUSE
""	9930021J03Rik	Q8CB35_MOUSE
""	9930022D16Rik	Q8BG27_MOUSE
""	9930038B18Rik	Q8BGP8_MOUSE
""	9930104L06Rik	CA109_MOUSE
""	9930104L06Rik	CA109_MOUSE
""	9930104L06Rik	CA109_MOUSE
""	9930111J21Rik1	Q5SVP0_MOUSE
""	9930111J21Rik1	Q8CB10_MOUSE
""	9930111J21Rik2	Q5SVP2_MOUSE
""	9930111J21Rik2	Q8CB10_MOUSE
""	A030003K21Rik	A0A1Y7VIM3_MOUSE
""	A030005K14Rik	A0A1Y7VNY1_MOUSE
""	A030005L19Rik	A0A1Y7VIU2_MOUSE
""	A030014E15Rik	A0A1Y7VJV2_MOUSE
""	A130010J15Rik	CA074_MOUSE
""	A130014H13Rik	Q8C557_MOUSE
""	A130023I24Rik	Q8BYW7_MOUSE
""	A130050O07Rik	Q8CAR5_MOUSE
""	A130051J06Rik	Q8CAU1_MOUSE
""	A1bg	A1BG_MOUSE
""	A1cf	A0A286YDF7_MOUSE
""	A1cf	A1CF_MOUSE
""	A1cf	A1CF_MOUSE
""	A1cf	A1CF_MOUSE
""	A230006K03Rik	Q0Z9Z6_MOUSE
""	A230006K03Rik	Q9D6J0_MOUSE
""	A230052G05Rik	Q8C546_MOUSE
""	A230056P14Rik	Q3USL2_MOUSE
""	A230065N10Rik	Q8CAG4_MOUSE
""	A230072I06Rik	Q3UUJ8_MOUSE
""	A230083G16Rik	Q8CAE1_MOUSE
""	A2m	A2MG_MOUSE
""	A2ml1	OVOS_MOUSE
""	A2ml1	Q80ZR1_MOUSE
""	A330008L17Rik	Q8BHM4_MOUSE
""	A330017A19Rik	Q8CA87_MOUSE
""	A330023F24Rik	Q3TB91_MOUSE
""	A330041J22Rik	Q8CA76_MOUSE
""	A330070K13Rik	Q8CA53_MOUSE
""	A3galt2	A3LT2_MOUSE
""	A3galt2	A3LT2_MOUSE
""	A430005L14Rik	CA174_MOUSE
""	A430005L14Rik	D6RH81_MOUSE
""	A430005L14Rik	E9PUH0_MOUSE
""	A430010J10Rik	Q8C3Z9_MOUSE
""	A430033K04Rik	A0A0G2JET9_MOUSE
""	A430033K04Rik	E9Q8G5_MOUSE
""	A430033K04Rik	Q3V2C7_MOUSE
""	A430033K04Rik	Q3V2D1_MOUSE
""	A430033K04Rik	Q3V466_MOUSE
""	A430033K04Rik	Q7TPL8_MOUSE
""	A430057M04Rik	Q8C520_MOUSE
""	A430060F13Rik	Q8C517_MOUSE
""	A430072C10Rik	Q8C9Y9_MOUSE
""	A430090L17Rik	Q8C9V9_MOUSE
""	A430093F15Rik	Q8C505_MOUSE
""	A430107J10Rik	Q8BYC1_MOUSE
""	A430110L20Rik	Q8C9T2_MOUSE
""	A4galt	A4GAT_MOUSE
""	A4galt	Q0R0H6_MOUSE
""	A4galt	Q3TRS1_MOUSE
""	A4gnt	A4GCT_MOUSE
""	A530013C23Rik	Q8BS38_MOUSE
""	A530016L24Rik	A0A0R4J0P8_MOUSE
""	A530016L24Rik	A0A1Y7VJR0_MOUSE
""	A530016L24Rik	NRAC_MOUSE
""	A530017D24Rik	Q3UUA7_MOUSE
""	A530021J07Rik	Q8BS29_MOUSE
""	A530032D15Rik	E9PV05_MOUSE
""	A530032D15Rik	E9Q422_MOUSE
""	A530032D15Rik	Q52KL8_MOUSE
""	A530032D15Rik	Q8BS13_MOUSE
""	A530040E14Rik	Q3TR44_MOUSE
""	A530053G22Rik	Q8BNW1_MOUSE
""	A530064D06Rik	Q8BNV8_MOUSE
""	A530064D06Rik	Q8C239_MOUSE
""	A530064D06Rik	Q8C254_MOUSE
""	A530079E22Rik	Q8BH81_MOUSE
""	A530084C06Rik	Q3UTW2_MOUSE
""	A530088E08Rik	Q78TG6_MOUSE
""	A530095I07Rik	Q8BRU8_MOUSE
""	A630001G21Rik	Q3UTB2_MOUSE
""	A630001G21Rik	Q7TSS9_MOUSE
""	A630001G21Rik	Q8C9T1_MOUSE
""	A630001O12Rik	Q3T9L5_MOUSE
""	A630010A05Rik	A9C474_MOUSE
""	A630010A05Rik	E9PZ45_MOUSE
""	A630012P03Rik	Q8C9S7_MOUSE
""	A630023A22Rik	J3QP60_MOUSE
""	A630023P12Rik	Q8C9Q2_MOUSE
""	A630038E17Rik	Q8CA13_MOUSE
""	A630052C17Rik	Q8C9J1_MOUSE
""	A630052K13Rik	Q8C9I8_MOUSE
""	A630072L19Rik	Q3U5B0_MOUSE
""	A630073D07Rik	E9PWS6_MOUSE
""	A630076J17Rik	J3QQ32_MOUSE
""	A630089N07Rik	A0A338P6D3_MOUSE
""	A630089N07Rik	A0A338P6J1_MOUSE
""	A630089N07Rik	A0A338P6W5_MOUSE
""	A630089N07Rik	Q8BXW1_MOUSE
""	A630091E08Rik	Q8BHE7_MOUSE
""	A630095N17Rik	A0A087WQ76_MOUSE
""	A630095N17Rik	J3KMM7_MOUSE
""	A630095N17Rik	J3QMK5_MOUSE
""	A730009L09Rik	A0A1B0GQW8_MOUSE
""	A730009L09Rik	A0A1B0GS82_MOUSE
""	A730013G03Rik	Q8BHJ4_MOUSE
""	A730015C16Rik	Q8C992_MOUSE
""	A730017L22Rik	Q3TM02_MOUSE
""	A730018C14Rik	B7ZWF3_MOUSE
""	A730018C14Rik	Q8C987_MOUSE
""	A730020M07Rik	Q8C983_MOUSE
""	A730036I17Rik	Q8C959_MOUSE
""	A730045E13Rik	Q8C945_MOUSE
""	A730046J19Rik	SRTM2_MOUSE
""	A730049H05Rik	Q8C6J2_MOUSE
""	A730049H05Rik	Q8C940_MOUSE
""	A730085E03Rik	Q8C4W7_MOUSE
""	A730089K16Rik	Q8C904_MOUSE
""	A830005F24Rik	Q8BRT5_MOUSE
""	A830018L16Rik	B2RQF6_MOUSE
""	A830018L16Rik	B7ZN56_MOUSE
""	A830018L16Rik	B7ZN57_MOUSE
""	A830018L16Rik	CH034_MOUSE
""	A830018L16Rik	CH034_MOUSE
""	A830018L16Rik	CH034_MOUSE
""	A830018L16Rik	CH034_MOUSE
""	A830018L16Rik	Q3UY15_MOUSE
""	A830019P07Rik	Q8BNU2_MOUSE
""	A830031A19Rik	Q8BNT5_MOUSE
""	A830039N20Rik	Q8BGN0_MOUSE
""	A830073O21Rik	Q3TQ61_MOUSE
""	A830092H15Rik	Q3UUJ1_MOUSE
""	A930002I21Rik	Q8BFY1_MOUSE
""	A930003A15Rik	A0A5F8MPW4_MOUSE
""	A930003A15Rik	Q3U552_MOUSE
""	A930003A15Rik	Q3V413_MOUSE
""	A930004D18Rik	Q8C8W7_MOUSE
""	A930006D01Rik	Q3UWK6_MOUSE
""	A930007A09Rik	A0A668KM50_MOUSE
""	A930009A15Rik	G3UYI6_MOUSE
""	A930012O16Rik	Q8C8V0_MOUSE
""	A930016O22Rik	Q9D1Z4_MOUSE
""	A930017K11Rik	E0CXQ2_MOUSE
""	A930018P22Rik	CK091_MOUSE
""	A930024E05Rik	Q8C957_MOUSE
""	A930033H14Rik	G5E8X6_MOUSE
""	A930104D05Rik	Q8BG43_MOUSE
""	AA388235	Q8CCL0_MOUSE
""	AA467197	NMES1_MOUSE
""	AA474408	Q3V1U0_MOUSE
""	AA792892	Q8C2X7_MOUSE
""	AA792892	Q8C6S1_MOUSE
""	AA986860	SARG_MOUSE
""	AA986860	SARG_MOUSE
""	AAdacl4fm3	B1AVU7_MOUSE
""	AB041806	Q9JJ83_MOUSE
""	AB124611	A0A0B4J1G2_MOUSE
""	AB124611	G8JL59_MOUSE
""	AB124611	HIDE1_MOUSE
""	AB124611	HIDE1_MOUSE
""	AB124611	Z4YNA9_MOUSE
""	AF067061	O70616_MOUSE
""	AF067063	O70618_MOUSE
""	AI182371	A0A0J9YUP3_MOUSE
""	AI182371	A0A2I3BQE1_MOUSE
""	AI182371	A0A2I3BRQ1_MOUSE
""	AI182371	A2AS37_MOUSE
""	AI182371	Q14BD9_MOUSE
""	AI182371	Q505K6_MOUSE
""	AI182371	Q8BWN9_MOUSE
""	AI182371	Q8BWS8_MOUSE
""	AI413582	A0A338P7E8_MOUSE
""	AI413582	A0A338P7F5_MOUSE
""	AI413582	A0A338P7F9_MOUSE
""	AI413582	D6RHA8_MOUSE
""	AI413582	SIM29_MOUSE
""	AI429214	B9EKF7_MOUSE
""	AI429214	CH048_MOUSE
""	AI467606	CP054_MOUSE
""	AI504432	Q8CAB2_MOUSE
""	AI507597	Q3V2J3_MOUSE
""	AI593442	CK087_MOUSE
""	AI593442	Q8BPR8_MOUSE
""	AI597479	ASHWN_MOUSE
""	AI606181	Q8C7B9_MOUSE
""	AI661453	CF132_MOUSE
""	AI661453	CF132_MOUSE
""	AI837181	CK068_MOUSE
""	AI837181	CK068_MOUSE
""	AI854703	Q8BIN3_MOUSE
""	AI854703	Q8BIN4_MOUSE
""	AI987944	A0A0U1RNH4_MOUSE
""	AI987944	Q4KL68_MOUSE
""	AI987944	Q7TPX5_MOUSE
""	AK157302	I3ITR1_MOUSE
""	AKR7L	ARK74_HUMAN
""	AKR7L	ARK74_HUMAN
""	ALG1L	ALG1L_HUMAN
""	APOBEC3A_B	ABC3A_HUMAN
""	APOBEC3A_B	ABC3A_HUMAN
""	ATP6AP1L	VAS1L_HUMAN
""	AU015836	B1ASY6_MOUSE
""	AU015836	B2FDE5_MOUSE
""	AU015836	B2RUM3_MOUSE
""	AU015836	Q3ULR2_MOUSE
""	AU016765	Q3UT37_MOUSE
""	AU017193	Q3U4X5_MOUSE
""	AU018091	E9PWS4_MOUSE
""	AU018091	Q0PDJ1_MOUSE
""	AU018091	Q5RJY3_MOUSE
""	AU018091	Q66JW0_MOUSE
""	AU018091	Q80UM0_MOUSE
""	AU019990	Q3TLE0_MOUSE
""	AU021092	CP089_MOUSE
""	AU022252	CA050_MOUSE
""	AU040096	Q3UTB4_MOUSE
""	AU040320	K319L_MOUSE
""	AU040320	K319L_MOUSE
""	AU040320	Z4YK56_MOUSE
""	AU041133	A0A0J9YVH3_MOUSE
""	AU041133	F8VPU8_MOUSE
""	AV320801	A2AWL3_MOUSE
""	AV320801	Q8C0S8_MOUSE
""	AW112010	Q3U6J0_MOUSE
""	AW146154	Q3TPQ7_MOUSE
""	AW209491	CG025_MOUSE
""	AW549877	CE051_MOUSE
""	AW549877	CE051_MOUSE
""	AW551984	Q6P8K4_MOUSE
""	AW551984	Q8BGF0_MOUSE
""	AW551984	Q8C1D4_MOUSE
""	AW554918	E0CYF6_MOUSE
""	AW554918	E9QAK8_MOUSE
""	AW554918	E9QPX6_MOUSE
""	AW554918	K1328_MOUSE
""	AW554918	K1328_MOUSE
""	AW557046	Q3TNT1_MOUSE
""	AW822073	A0A0N4SUK1_MOUSE
""	AW822073	F6WF45_MOUSE
""	AY036118	Q923H7_MOUSE
""	AY074887	Q8R5F9_MOUSE
""	AY358078	Q6UY53_MOUSE
""	AY512931	Q6R5F1_MOUSE
""	AY512949	Q6R5D4_MOUSE
""	AY702102	Q66V79_MOUSE
""	AY702103	Q66V77_MOUSE
""	AY761185	B9EJ34_MOUSE
""	AY761185	Q5ERI8_MOUSE
""	Aaas	AAAS_MOUSE
""	Aaas	Q3TEP0_MOUSE
""	Aaas	Q8BU75_MOUSE
""	Aaas	Q8R3F7_MOUSE
""	Aacs	AACS_MOUSE
""	Aadac	AAAD_MOUSE
""	Aadacl2	B2RWD2_MOUSE
""	Aadacl2fm1	Q8BUY2_MOUSE
""	Aadacl2fm2	W4VSP6_MOUSE
""	Aadacl2fm3	J3QPI0_MOUSE
""	Aadacl3	ADCL3_MOUSE
""	Aadacl4	B1AVU5_MOUSE
""	Aadacl4	B9EKM6_MOUSE
""	Aadacl4fm1	ADCL4_MOUSE
""	Aadacl4fm2	A2A752_MOUSE
""	Aadacl4fm4	B1AVU6_MOUSE
""	Aadacl4fm5	B1ASB3_MOUSE
""	Aadat	AADAT_MOUSE
""	Aadat	Q3UNS8_MOUSE
""	Aagab	AAGAB_MOUSE
""	Aak1	AAK1_MOUSE
""	Aak1	AAK1_MOUSE
""	Aamdc	AAMDC_MOUSE
""	Aamdc	AAMDC_MOUSE
""	Aamdc	D3YX09_MOUSE
""	Aamdc	D3YZD8_MOUSE
""	Aamdc	D3Z1Q3_MOUSE
""	Aamdc	D3Z442_MOUSE
""	Aamdc	D6RJJ4_MOUSE
""	Aamdc	D6RJK8_MOUSE
""	Aamdc	Q8CF11_MOUSE
""	Aamp	J3QN89_MOUSE
""	Aamp	Q3TJ22_MOUSE
""	Aamp	Q3U9F0_MOUSE
""	Aamp	Q3UJF9_MOUSE
""	Aamp	Q8K2C1_MOUSE
""	Aanat	F2Z3V1_MOUSE
""	Aanat	Q9QUP1_MOUSE
""	Aanat	Q9Z2W3_MOUSE
""	Aanat	SNAT_MOUSE
""	Aar2	AAR2_MOUSE
""	Aar2	Q8C161_MOUSE
""	Aard	AARD_MOUSE
""	Aars	Q3TZ32_MOUSE
""	Aars	Q3UD67_MOUSE
""	Aars	Q6XMP4_MOUSE
""	Aars	SYAC_MOUSE
""	Aars2	SYAM_MOUSE
""	Aarsd1	AASD1_MOUSE
""	Aasdh	ACSF4_MOUSE
""	Aasdh	ACSF4_MOUSE
""	Aasdh	ACSF4_MOUSE
""	Aasdh	E9PUI6_MOUSE
""	Aasdh	E9PUJ1_MOUSE
""	Aasdhppt	A0A1D5RL91_MOUSE
""	Aasdhppt	ADPPT_MOUSE
""	Aasdhppt	ADPPT_MOUSE
""	Aasdhppt	Q05C25_MOUSE
""	Aass	AASS_MOUSE
""	Aass	Q3UWN2_MOUSE
""	Aatf	AATF_MOUSE
""	Aatf	AATF_MOUSE
""	Aatf	AATF_MOUSE
""	Aatf	Q3URN5_MOUSE
""	Aatk	B1AZF3_MOUSE
""	Aatk	B1AZF9_MOUSE
""	Aatk	LMTK1_MOUSE
""	Aatk	LMTK1_MOUSE
""	Aatk	LMTK1_MOUSE
""	Aatk	LMTK1_MOUSE
""	Abat	GABT_MOUSE
""	Abat	GABT_MOUSE
""	Abat	Q3TUE8_MOUSE
""	Abat	Q3V1S0_MOUSE
""	Abca1	ABCA1_MOUSE
""	Abca12	ABCAC_MOUSE
""	Abca12	B2RY11_MOUSE
""	Abca12	B2RY21_MOUSE
""	Abca12	Q8C137_MOUSE
""	Abca13	ABCAD_MOUSE
""	Abca13	ABCAD_MOUSE
""	Abca13	ABCAD_MOUSE
""	Abca14	E9Q8F8_MOUSE
""	Abca14	Q6XBG3_MOUSE
""	Abca14	Q78XZ3_MOUSE
""	Abca14	Q8BIR8_MOUSE
""	Abca14	Q9D4Y4_MOUSE
""	Abca15	E9PWH4_MOUSE
""	Abca15	Q6XBG2_MOUSE
""	Abca15	Q8C623_MOUSE
""	Abca15	Q8CDR1_MOUSE
""	Abca16	E9PWJ7_MOUSE
""	Abca16	E9QAF2_MOUSE
""	Abca16	Q3TTQ3_MOUSE
""	Abca16	Q6XBG1_MOUSE
""	Abca17	A0A3Q4ECA2_MOUSE
""	Abca17	ABCAH_MOUSE
""	Abca2	A2AJ26_MOUSE
""	Abca2	ABCA2_MOUSE
""	Abca3	ABCA3_MOUSE
""	Abca3	Q6AXE3_MOUSE
""	Abca4	A0A0G2JGG8_MOUSE
""	Abca4	ABCA4_MOUSE
""	Abca4	Q3TLK5_MOUSE
""	Abca5	ABCA5_MOUSE
""	Abca6	ABCA6_MOUSE
""	Abca6	ABCA6_MOUSE
""	Abca6	Q8CEN1_MOUSE
""	Abca7	ABCA7_MOUSE
""	Abca7	B2RWU5_MOUSE
""	Abca7	B7ZNA4_MOUSE
""	Abca7	E9Q6G4_MOUSE
""	Abca8a	A4PBQ7_MOUSE
""	Abca8a	A4PBQ8_MOUSE
""	Abca8a	ABC8A_MOUSE
""	Abca8a	F8WGE3_MOUSE
""	Abca8b	ABC8B_MOUSE
""	Abca8b	ABC8B_MOUSE
""	Abca9	ABCA9_MOUSE
""	Abca9	Q8BIS4_MOUSE
""	Abcb10	ABCBA_MOUSE
""	Abcb11	ABCBB_MOUSE
""	Abcb11	J3QNY6_MOUSE
""	Abcb1a	MDR1A_MOUSE
""	Abcb1a	Q3UMH0_MOUSE
""	Abcb1b	A0A0G2JGL4_MOUSE
""	Abcb1b	MDR1B_MOUSE
""	Abcb4	MDR3_MOUSE
""	Abcb5	ABCB5_MOUSE
""	Abcb5	ABCB5_MOUSE
""	Abcb5	B5X0E3_MOUSE
""	Abcb5	Q3UT27_MOUSE
""	Abcb6	ABCB6_MOUSE
""	Abcb7	ABCB7_MOUSE
""	Abcb8	MITOS_MOUSE
""	Abcb9	ABCB9_MOUSE
""	Abcb9	ABCB9_MOUSE
""	Abcb9	D6RFD9_MOUSE
""	Abcc1	E9Q1I5_MOUSE
""	Abcc1	MRP1_MOUSE
""	Abcc10	B9EKB9_MOUSE
""	Abcc10	E9PZG1_MOUSE
""	Abcc10	MRP7_MOUSE
""	Abcc10	MRP7_MOUSE
""	Abcc10	MRP7_MOUSE
